UserId|RoleId|Deleted|ActionUserId|ActionRoleId|Timestamp
{6d84625d-7b84-45d1-98d6-5d4739a94a35}|{00000000-0000-0000-0000-000000000000}|0|{6d84625d-7b84-45d1-98d6-5d4739a94a35}|{00000000-0000-0000-0000-000000000000}|-8587019227510698883
{00000000-0000-0000-0000-000000000000}|{00000000-0000-0000-0000-000000000000}|0|{6d84625d-7b84-45d1-98d6-5d4739a94a35}|{00000000-0000-0000-0000-000000000000}|-8587019227510698883
