Id|UniqueName|DisplayName|UseForTree|CausalNodeName|AffectedNodeName|HasLogic|Version
{0aecdd7c-ea29-4cd4-be0c-869357655370}|SelectNodeToRemoveReferenceLinkFromNode|Select Node --> Remove Reference Link From Node|0|SelectNode|RemoveReferenceLinkFromNode|0|0
{b7e1058d-ca62-41f4-91dd-18089f477e2b}|SelectOverlayReferenceToRemoveReferenceLinkFromNode|Select Overlay Reference --> Remove Reference Link From Node|0|SelectOverlayReference|RemoveReferenceLinkFromNode|0|0
{c4972cc0-cf49-4e08-848f-eea7dd469a4f}|NodeScriptToDomainNode|Node Script --> Domain Node|1|NodeScript|DomainNode|0|0
{c57e3d61-347c-414f-9154-5847a7ced5fe}|NodeScriptLanguageToDomainNode|Node Script Language --> Domain Node|1|NodeScriptLanguage|DomainNode|0|0
{467c2e81-3e1f-4cdc-ba98-8e6c5cc92090}|NodeScript1ToSelectNodeForEdit|Node Script --> Select Node For Edit|1|NodeScript1|SelectNodeForEdit|0|0
{356ae70b-dd0c-4f24-9f05-e0fd0f416ba2}|NodeScriptLanguage1ToSelectNodeForEdit|Node Script Language --> Select Node For Edit|1|NodeScriptLanguage1|SelectNodeForEdit|0|0
{f4d8d48a-1777-462b-890e-5e6715cf569a}|SelectTargetPathToCompileModel|Select path to save the new build --> Compile Model|1|SelectTargetPath|CompileModel|0|0
{83f8d417-deaa-419b-9ba9-2ebdc84b0e9c}|TargetPathToSelectTargetPath|Target Path --> Select path to save the new build|1|TargetPath|SelectTargetPath|0|0
{0236f34c-f19f-441f-a9dd-1eb72493c1b4}|ProvideRootNodeToAuthoringToolUIToPredictivePatternCluster|Provide Root Node To Authoring Tool U I --> Authoring Tool Predictive Pattern Cluster|1|ProvideRootNodeToAuthoringToolUI|PredictivePatternCluster|0|0
{188b8f8d-48fc-4e12-9231-62009f9fbab1}|ProvideChildNodesToAuthoringToolUIToPredictivePatternCluster|Provide Child Nodes To Authoring Tool U I --> Authoring Tool Predictive Pattern Cluster|1|ProvideChildNodesToAuthoringToolUI|PredictivePatternCluster|0|0
{265a42f7-ce23-4a07-b2d9-9e60a6e3f756}|RootNodeToGetRootNode|Root Node --> Get Root Node|1|RootNode|GetRootNode|0|0
{607d8e3f-01d6-4c40-914e-13f3e3ab2689}|RootNodeDisplayNameToRootNode|Root Node Display Name --> Root Node|1|RootNodeDisplayName|RootNode|0|0
{8fd1b0a9-80aa-4a99-9dbc-a472957f3f9e}|ProvideParentNodesToAuthoringToolUIToPredictivePatternCluster|Provide Parent Nodes To Authoring Tool U I --> Authoring Tool Predictive Pattern Cluster|1|ProvideParentNodesToAuthoringToolUI|PredictivePatternCluster|0|0
{120e0cc8-a84c-42ff-b03f-72582dd994f8}|LinkScript1ToSelectLink|Link Script --> Select Link|1|LinkScript1|SelectLink|0|0
{6bb9ecac-42af-4339-8e1d-fa60d608e1c5}|AuthoringToolCISClusterToUlyssesProvidedOverlayAuthoringTool|Authoring Tool CIS Cluster --> Ulysses Provided Overlay Authoring Tool|1|AuthoringToolCISCluster|UlyssesProvidedOverlayAuthoringTool|0|0
{3a1df1f1-60ed-404e-846e-b0881959e67f}|MainDashboardNewCISControllerToAuthoringToolCISCluster|Design CIS for Main Dashboard aka Authoring Tool --> Authoring Tool CIS Cluster|1|MainDashboardNewCISController|AuthoringToolCISCluster|0|0
{c1b11a05-b543-426d-b0b9-2117f3798558}|MainDashboardNewToolbarRegionCISToMainDashboardNewCISController|The Toolbar Region at top --> Design CIS for Main Dashboard aka Authoring Tool|1|MainDashboardNewToolbarRegionCIS|MainDashboardNewCISController|0|0
{9f2207f7-f3f6-4cf3-9a08-270a182250a6}|DomainNodeViewNewRegionCISToMainDashboardNewCISController|Model representation at left side using Tree View --> Design CIS for Main Dashboard aka Authoring Tool|1|DomainNodeViewNewRegionCIS|MainDashboardNewCISController|0|0
{27efc4cd-8c33-4cd4-ab20-794d80434524}|NodeInformationNewRegionCISToMainDashboardNewCISController|Right side region displaying information about selected Node --> Design CIS for Main Dashboard aka Authoring Tool|1|NodeInformationNewRegionCIS|MainDashboardNewCISController|0|0
{d091a82c-1aeb-4e80-ad6c-cabe94f55535}|MainDashboardNewResourcesToMainDashboardNewCISController|Common resources used in Authoring Tool CIS --> Design CIS for Main Dashboard aka Authoring Tool|1|MainDashboardNewResources|MainDashboardNewCISController|0|0
{939aeef4-382d-40a5-ba45-dc4bde0447d9}|TreeListOperationFindNodeByTextToMainDashboardNewCISController|Define operation to find node by text in Tree View --> Design CIS for Main Dashboard aka Authoring Tool|1|TreeListOperationFindNodeByText|MainDashboardNewCISController|0|0
{06a5ab0b-bc1a-41c3-b0c3-794557f9703a}|AddRolesCISControllerToAuthoringToolCISCluster|Design CIS for Adding New Roles --> Authoring Tool CIS Cluster|1|AddRolesCISController|AuthoringToolCISCluster|0|0
{8a2cebe2-de06-469e-8647-60175df751bf}|AddRolesRegionCISToAddRolesCISController|CIS for Adding a new Role will have a single Region --> Design CIS for Adding New Roles|1|AddRolesRegionCIS|AddRolesCISController|0|0
{b95591e9-e3e9-438c-a6d9-56664ecb44a8}|AddNewRoleResourcesToAddRolesCISController|Common resources used in CIS for adding role --> Design CIS for Adding New Roles|1|AddNewRoleResources|AddRolesCISController|0|0
{9ff3ccb1-2374-4d28-b7e1-7ca51a70f028}|AssignRolesToNodeCISControllerToAuthoringToolCISCluster|Design CIS for Assigning Role to Nodes --> Authoring Tool CIS Cluster|1|AssignRolesToNodeCISController|AuthoringToolCISCluster|0|0
{621f9fd4-0bae-4d9a-8584-59eee61b3b35}|AssignRolesToNodeRegionCISToAssignRolesToNodeCISController|CIS for Assigning Role to Nodes will have a single Region --> Design CIS for Assigning Role to Nodes|1|AssignRolesToNodeRegionCIS|AssignRolesToNodeCISController|0|0
{2af7b3e1-105f-4db9-99fd-c60f5d796816}|AssignRolesToNodeResourcesToAssignRolesToNodeCISController|Common resources used in CIS for Assigning Role to Nodes --> Design CIS for Assigning Role to Nodes|1|AssignRolesToNodeResources|AssignRolesToNodeCISController|0|0
{771bb4d6-3291-4485-8589-f23690b20cd6}|EditRoleCISControllerToAuthoringToolCISCluster|Design CIS to Edit Roles --> Authoring Tool CIS Cluster|1|EditRoleCISController|AuthoringToolCISCluster|0|0
{170f0671-4a5a-46a8-80a3-a3d953baef87}|EditRoleRegionCISToEditRoleCISController|CIS to Edit Roles will have a single Region --> Design CIS to Edit Roles|1|EditRoleRegionCIS|EditRoleCISController|0|0
{c869e620-6e06-4c7e-84ca-3a738251bb7c}|EditRoleResourcesToEditRoleCISController|Common resources used in CIS to Edit Roles --> Design CIS to Edit Roles|1|EditRoleResources|EditRoleCISController|0|0
{91ab8fe4-4a1a-4312-ae8f-91f3aa12133d}|LinkNodesCISControllerToAuthoringToolCISCluster|Design CIS for Managing Affecting and Causal Links of a Node --> Authoring Tool CIS Cluster|1|LinkNodesCISController|AuthoringToolCISCluster|0|0
{1190b7fd-42f9-4609-8a08-a0d5c80852b5}|LinkNodesCISRegionToLinkNodesCISController|CIS for Managing Affecting and Causal Links of a Node will have a single region --> Design CIS for Managing Affecting and Causal Links of a Node|1|LinkNodesCISRegion|LinkNodesCISController|0|0
{51ace763-2cbd-4568-a94a-78fcfdfc7300}|LinkNodesResourcesToLinkNodesCISController|Common resources used in CIS for Managing Affecting and Causal Links of a Node --> Design CIS for Managing Affecting and Causal Links of a Node|1|LinkNodesResources|LinkNodesCISController|0|0
{8ee9d8fc-76c2-46d9-931c-259981012b4f}|NodeDiscussionCISControllerToAuthoringToolCISCluster|Design CIS for Discussions of a Node --> Authoring Tool CIS Cluster|1|NodeDiscussionCISController|AuthoringToolCISCluster|0|0
{acd2cb1d-e98f-4493-8795-f3264160b81e}|NodeDiscussionRegionCISToNodeDiscussionCISController|Node Discussion CIS will have a single region --> Design CIS for Discussions of a Node|1|NodeDiscussionRegionCIS|NodeDiscussionCISController|0|0
{52d83ae6-c0c7-4dca-beed-5c885f5b56a6}|NodeDiscussionResourcesToNodeDiscussionCISController|Common resources used in CIS for managing Discussion about a Node --> Design CIS for Discussions of a Node|1|NodeDiscussionResources|NodeDiscussionCISController|0|0
{049ed5c1-d7d2-4476-9ac6-04c3d8b73fe0}|RolesCISControllerToAuthoringToolCISCluster|Design CIS for Managing Roles --> Authoring Tool CIS Cluster|1|RolesCISController|AuthoringToolCISCluster|0|0
{96430962-86e3-4e60-9c0d-371cc306f3e6}|RolesRegionCISToRolesCISController|CIS for Managing Roles will have a single Region --> Design CIS for Managing Roles|1|RolesRegionCIS|RolesCISController|0|0
{c4bd8e18-8e99-4c0e-a024-57e9fe95ef81}|RoleResourcesToRolesCISController|Common resources used in CIS for Managing Roles --> Design CIS for Managing Roles|1|RoleResources|RolesCISController|0|0
{5b7d44d0-05af-4a04-8f6c-182b42f867bd}|NodeTypeToDomainNode|Node Type --> Domain Node|1|NodeType|DomainNode|0|0
{ab49933f-71f4-494d-868c-e36ea603a6b2}|NodeType1ToSelectNodeForEdit|Node Type --> Select Node For Edit|1|NodeType1|SelectNodeForEdit|0|0
{0fa50499-79ff-4d61-9939-e6795eaeea3b}|RootNodeTypeToRootNode|Root Node Type --> Root Node|1|RootNodeType|RootNode|0|0
{9076d47d-9c9c-4329-9c41-8b4559c5131a}|ManageCISLayoutInformationToReadConfigForUpdate|Manage CIS Layout Information --> Read Config For Update|1|ManageCISLayoutInformation|ReadConfigForUpdate|1|0
{a5e5da06-d33c-4079-b08c-1db0cd08baaa}|CISLayoutToManageCISLayoutInformation|CIS Layout --> Manage CIS Layout Information|1|CISLayout|ManageCISLayoutInformation|0|0
{60814fab-1fd9-43fa-b996-fbad5d8d09db}|HomeCIS1ToCISLayout|Home CIS --> CIS Layout|1|HomeCIS1|CISLayout|0|0
{6ed182b6-ea71-4c42-ba76-98ae8333c6ef}|LayoutUIML1ToCISLayout|Layout UIML --> CIS Layout|1|LayoutUIML1|CISLayout|0|0
