UserId|RoleId|Deleted|ActionUserId|ActionRoleId|Timestamp
{6d84625d-7b84-45d1-98d6-5d4739a94a35}|{1dda396f-3fba-4a9a-868e-a459e44d499e}|0|{6d84625d-7b84-45d1-98d6-5d4739a94a35}|{1dda396f-3fba-4a9a-868e-a459e44d499e}|-8587017527813220246
{00000000-0000-0000-0000-000000000000}|{00000000-0000-0000-0000-000000000000}|0|{6d84625d-7b84-45d1-98d6-5d4739a94a35}|{1dda396f-3fba-4a9a-868e-a459e44d499e}|-8587017527813220246
