NodeUniqueName|ContextUniqueName
Overlay|PlatformInfo
Overlay|Model
Overlay|NodeInfo
Overlay|CausalInfo
Overlay|NodeAlert
Overlay|NodeContextLabel
Overlay|CisNode
Overlay|ContextAttribute
Overlay|AlertedNode
Overlay|AffectedInfo
Overlay|SessionsList
Overlay|SessionTrace
Overlay|UserRoles
Overlay|AllRoles
